,text,label,language,TextCleaned
8448,@user @user @paul_denton Faut arrêter les stupéfiants monsieur,2.6,French,   gotta stop narcotics sir
8449,@user Salemakers est très têtu,2.2,French, salemakers is very stubborn
8450,@user ça s’appelle du rp idiot,1.4,French, it is called stupid rp
8451,@user Ils abuseraient ces français là quand me,2.0,French, they would abuse these french people when i
8452,http Suivrez l’intégralité du concert de la Team wata 🔥,1.0,French,http follow the entire team wata concert 
8453,"Mon médecin arrive dans qq minutes pour m’examiner, j’vous tiens au jus",4.0,French,my doctor is coming in a few minutes to examine me i will keep you posted
8454,"@user @user @user Et beh tu peux faire une recherche sur internet, je t'en prie",1.75,French,   well you can do a search on the internet please
8455,"@user Je me demande ce qui est le pire, un cluster ou une escroquerie?",1.2,French, i wonder which is worse a cluster or a scam?
8456,@user @user @user Donc coupe la parole c est harcèlement mdrr malade va,2.0,French,   so cut the floor it is harassment lol sick go
8457,@user Magnifique votre petite fille 🥰,2.75,French, beautiful your little girl 
8458,Tu me connais ? Jte connais pas non plus ! Aie #KohLanta2022,1.75,French,do you know me ? i do not know you either! ouch kohlanta
8459,j'avais presque oublié que je passais mon permis dans moins d'une semaine,3.0,French,i had almost forgotten that i was passing my license in less than a week
8460,"@user Comme ça, y'aura moins d'argent sale, mafieux, chez nous.",1.8,French, that way there will be less dirty mafia money here.
8461,@user J'ai le sourire😁 et le regard😍,2.6,French, i have a smile and a look
8462,Vivement les législatives pour un peu d’action…,1.0,French,can't wait for the legislative elections for a little action...
8463,Ferran Torres : « Je kidnapperais Dembélé pour Barcelone. Il n'y a pas de meilleur club pour lui. » http,1.2,French,ferran torres: “i would kidnap dembele for barcelona. there is no better club for him. » http
8464,@user @user 3-0 t’avais du mal a me crack,3.0,French,   you had trouble cracking me
8465,@user @user Ce n'est du ménage: http,1.0,French,  this is household: http
8466,@user @user 🤣🤣 une éducation haut niveau,1.5,French,   a high level education
8467,@user Tu as écorché mon nom donc non,2.4,French, you misspelled my name so no
8468,@user @user C’est bien ce que je me disais…,1.5,French,  that's what i was thinking...
8469,@E_DupondM Espérons que le résultat soit amoureux de la bonne face.,1.0,French, hope the result is in love with the right face.
8470,@user @user il faudrait déjà boucler la mère maquerelle,1.8,French,  the madam mother should already be closed
8471,@user Je meurs 😭😭😭,1.0,French, i am dying 
8472,Décroissance démographique http,1.0,French,demographic decline http
8473,"@Le_Figaro @bayrou cher François, tu vas bientôt manger des pissenlits pour le bonheur du plus grand nombre. un vrai leader tu es !",2.0,French,  dear françois you will soon be eating dandelions for the happiness of the greatest number. you are a true leader!
8474,"@user @user Feur Je suis un bot, ne me jugez pas pour avoir fait une blague nulle dans un contexte inapproprié.",1.2,French,  feur i am a bot do not judge me for making a lame joke in an inappropriate context.
8475,Malgré que j'ai fait le tour de Londres j'ai croisé ZÉRO stade quand même,2.0,French,although i went around london i came across zero stadium anyway
8476,"""bloque le, supprime le, c'est pas un gars bien etc..."" c'est votre cœur ou bien c'est le miens ??",2.75,French,block him delete him he is not a good guy etc... is it your heart or is it mine??
8477,@CharlesConsigny Mais avec qui débattre? Une héritière ? Un facho? Une gourde ? Un bolivarien ?,1.6,French, but who to debate with? an heiress? a fascist? a gourd ? a bolivarian?
8478,@user @user Leur jus est délicieux🍊🍹,1.2,French,  their juice is delicious
8479,EN DIRECT MAINTENANT – J’explique comment nous allons continuer d’obtenir des résultats pour les Canadiens : http,1.2,French,live now – i explain how we will continue to deliver results for canadians: http
8480,@user @user Oh le pseudo qui me renvoie aux anciens temps,1.4,French,  oh the nickname that takes me back to old times
8481,Pourquoi certains effacent leurs tweets tous les soirs ? Je le découvre par hasard 🤔,1.2,French,why do some people delete their tweets every night? i discovered it by chance 
8482,@user Deezer&gt;&gt;&gt;&gt;&gt;sportify seul avantage de spot c’est son intégration dans des appareils directement,1.0,French, deezerspotify only advantage of spot is its integration into devices directly
8483,@user Il faut aller chez Lidl,1.0,French, you have to go to lidl
8484,"@user 1,2",1.0,French, 
8485,@user J’ai lu que apparemment ashe a tout gâché,1.0,French, i read that apparently ashe ruined everything
8486,@user Dignité tu connais 🤡,1.2,French, dignity you know 
8487,@user parfois aussi apprendre l'histoire à la lumière d'aujourd'hui pour enfin voir la réalité sans propagande.,1.0,French, sometimes also learn history in the light of today to finally see reality without propaganda.
8488,Les coréennes quand elles cherchaient les cages des françaises 😭 #FRACOR http,1.2,French,the koreans when they were looking for the french cages  fracor http
8489,@user @CNEWS réthorique de minable,1.6,French,  rhetoric of crummy
8490,@user Et surtout un très très joli cul 🔥🔥😋,4.2,French, and above all a very very nice ass 
8491,@user Ptdrrrr j’aime trop te faire,3.25,French, ptdrrrr i really like doing you
8492,@user Super! Merci pour les infos ! Vous êtes au top sur Twitter,1.0,French, great! thank you for the info ! you are top on twitter
8493,@user @user @user @VincentBP elle veux dire non vax sans contre indication!,1.8,French,    she means no vax without contraindication!
8494,@user Il s’agit d’Erwan Castel que l’on peut suivre ici 👉🏻 http,1.4,French, this is erwan castel who can be followed here  http
8495,@user @user @user @user @user @user @user La france ou les français ?,1.4,French,       france or the french?
8496,La faiblesse d’un homme c’est une femme. La faiblesse d’une femme c’est ses pensées.,1.6,French,a man's weakness is a woman. a woman's weakness is her thoughts.
8497,@user @user D'être virés,1.5,French,  to be fired
8498,@user Ce n'est bien évidemment pas moi :p,1.2,French, obviously not me :p
8499,jvais vous harceler avec cette fancam. http,3.0,French,i will harass you with this fancam. http
8500,22h43 un gameplay approximatif vous est proposé ici : 213/250 SUB http,1.25,French,: p.m. an approximate gameplay is offered here: / sub http
8501,@user C'est pas moi,1.2,French, it's not me
8502,@user Oui en effet la banane est le meilleur fruit http,1.4,French, yes indeed banana is the best fruit http
8503,"@user C’est bien fait, je hais les gars qui font leur star comme ça lolz",3.0,French, well done i hate guys who star like that lolz
8504,Le Love &amp; Sex Festival va débuter. Vous prendrez bien l'apéro avec la Love Team ? http http,2.2,French,the love & sex festival is about to begin. would you like to have a drink with the love team? http http
8505,Je fais quoi entre les deux ? http,1.8,French,what do i do in between? http
8506,ça regarde le match face à la mer quelle vie,2.0,French,it looks at the match facing the sea what a life
8507,@user Hummmmm qu’elle régale merci passe une délicieuse soirée 😘😘😘😘,3.0,French, hummmmm she treats thank you have a delicious evening 
8508,@user @user @user Ignoble 😂mais tellement extrême gauche 😂😂pas surprenant,2.0,French,   ignoble but so extreme left not surprising
8509,@user feur 11,2.0,French, fire 
8510,@LaTribune Allez voir sur internet le déficit public depuis 2027. Il est passé de 92% du PIB à 117% du PIB. Et c'est pas fini.,1.0,French, go and see the public deficit since  on the internet. it has gone from % of gdp to % of gdp. and it is not over.
8511,J’ai cours demain et j’arrive pas à dormir,1.6666666666666667,French,i have class tomorrow and i cannot sleep
8512,Info presse au marquoir : 65 supporters au FCL,1.0,French,press info at the scoreboard:  supporters at fcl
8513,22) Quel vieux animé as-tu regardé récemment ?,1.6666666666666667,French,) what old anime have you watched recently?
8514,Au début j’aimais bien maintenant ça m’énerve,2.2,French,at first i liked it now it annoys me
8515,@user c’est impossible juste tu penses a ce stupide tweet que tu vas faire,2.2,French, it is impossible just you think about this stupid tweet you are going to do
8516,@nadine__morano @lesRepublicains Les Républicains sont-ils encore de droite ? L'avenir de la droite est chez #Reconquete,1.4,French,  are the republicans still on the right? the future of the right is at reconquete
8517,Votre affaire de beug là sur Spotify pardon ici on est tranquille avec Amerigo,1.5,French,your beug business there on spotify sorry here we are quiet with amerigo
8518,@user La nuit c’est encore mieux.,1.6,French, night is even better.
8519,@user merci 🙏 (j’aurais jamais la volonté),3.2,French, thank you  (i would never have the will)
8520,Je suis à ça 👌🏻 de taper son nom sur Twitter pour trouver des fanarts mais je me retiens pour pas me spoil,2.2,French,i am this  typing his name on twitter to find fanarts but i am holding back not to spoil myself
8521,"Les Français, peuple des Lumières… Éteintes car plus gas! Et aussi plus de cerveaux, que des veaux.",1.2,French,the french people of the enlightenment… extinguished because no more gas! and also more brains than calves.
8522,"c'est pour la science. Fav si tu dis ""ballon prisonnier"" RT si tu dis ""balle au prisonnier""",1.2,French,it is for science. fav if you say dodgeball rt if you say dodgeball
8523,pr contre mon plan piercing auj est un flop imo jv juste recup mon livre,4.666666666666667,French,pr against my piercing plan today is a flop imo jv just recup my book
8524,Il sont ou les supporters du Real ?🤷‍♂️🧐🧐😛,1.8,French,where are the real supporters?‍
8525,Un bel arc en ciel sur le chemin du retour … passez un bon week end 😊 http,1.8,French,a beautiful rainbow on the way back… have a great weekend  http
8526,@user Orh ça va moi je peux me le permettre !!,2.4,French, orh it is ok me i can afford it!!
8527,@user @user @user oui ça m'est venu à l'esprit !!!!,2.0,French,   yes that occurred to me!!!!
8528,Oui mon seko #rclens #SDRRCL,1.0,French,yes my seko rclens sdrrcl
8529,J’ai dormis 2h,4.0,French,i slept  hours
8530,"#GameOfThronesFinale Twitter va exploser dans 1,2...3",1.0,French,gameofthronesfinale twitter will explode in ...
8531,@user Maxala en plus d’être toxique dans notre Tl ta toxicité te porte préjudice à toi mm 👀👀,3.2,French, maxala in addition to being toxic in our tl your toxicity harms you mm 
8532,@user Même toi tu vas regarder le réal krkrk,1.4,French, even you are going to watch real krkrk
8533,@user @user • ᴗ •,2.0,French,  • ᴗ •
8534,tes,1.25,French,tes
8535,@AREtoiles Eh oh Rends le téléphone à étoiles,2.5,French, hey oh give the phone back to stars
8536,@user Pcq il y a pas encore eu de campagne international pour les européens mdrr arrête de tout mélanger,1.2,French, pcq there has not yet been an international campaign for europeans lol stop mixing everything up
8537,@user Bah mtn@tu sais 🤣🤣🤣,2.6,French, bah mtn know 
8538,Mais c’est une blague,1.0,French,but it is a joke
8539,@user On veut voir,2.2,French, we want to see
8540,18 vols pour Madrid depuis Paris Charles de Gaulle entre 1h et 5h du matin. #ChampionsLeague http,1.0,French, flights to madrid from paris charles de gaulle between am and am. championsleague http
8541,Un dimanche comme je les aime.... Je t’attends pour me masser les pieds et me servir un cocktail 🍸 http,4.0,French,a sunday as i like them.... i am waiting for you to massage my feet and serve me a cocktail  http
8542,@user T’as fait quoi,2.0,French, what did you do
8543,Encore 9 abo et j’ai les 600 je vous loves,2.0,French,another  subs and i have  i love you
8544,"@user Oui avec plaisir, mon soucis c'est pas le niveau mais surtout le temps :D",2.0,French, yes with pleasure my concern is not the level but especially the time :d
8545,@user France terre d’asile bien sûr avec elle…,2.0,French, france land of asylum of course with her...
8546,@user mais reste meilleur que le QSG.,1.5,French, but still better than qsg.
8547,@user T'es boas le seul ... Je décroche sec ... 🥴🤯,2.75,French, you're boas the only one ... i pick up dry ... 
8548,"Si elle ne vous pousse pas à atteindre vos objectifs et à voir grand, ce n'est pas la bonne.",2.0,French,if it does not push you to achieve your goals and think big it is not the right one.
8549,@user @user @user @user Mdr il a juste oublié un espace,1.6,French,    mdr he just forgot a space
8550,dois pas Ce n'est pas le moment Il faut être patient Être patient AAAA TEMAZO,2.6666666666666665,French,must not this is not the time you have to be patient be patient aaaa temazo
8551,@TPMP Là @Cyrilhanouna ne parle plus des audiences catastrophiques de la semaine,1.4,French, there  no longer talks about the catastrophic hearings of the week
8552,@user Bah nan il était bon à Paris justement,2.0,French, bah nah he was good in paris precisely
8553,"@user Mais, c'est un jumeau à Bernard Kouchner !",1.4,French, but he is a twin to bernard kouchner!
8554,@user @TPMP @Cyrilhanouna il faut vraiment tenir à sa gamelle pour servir la soupe à ce gros c....,2.4,French,   you really have to stick to your bowl to serve the soup to this big c....
8555,@user Oui… Les tiens me manque.,2.8,French, yes… i miss yours.
8556,"@user C est bien ce que je pense, tu dis n importe quoi.",2.0,French, that's what i think you say nonsense.
8557,@user Coucou ! Ça va et toi alors ?,2.8,French, hello! alright and you then?
8558,@user tu c si y’a des perso qu’on connaît là bas ou si ils sont tous aux deux principales?,2.0,French, you know if there are any characters we know there or if they are all at the two main ones?
8559,@user On dirait une racaille qui se repose de sa nuit mouvementée !!! Il sera debout vers 23 heure pour la reprise du boulot !!!,2.2,French, looks like a scum resting from his hectic night!!! he will be up around  p.m. for the resumption of work!!!
8560,"@user Non, il n'a pas été bon, il a menti, comme s'il n'avait pas présidé la France pdt 5 ans!",1.4,French, no he was not good he lied as if he had not presided over france for  years!
8561,@user mais il a tjr était bon dans toutes les équipes par ou il est passer a part les Lakers faut pas abuser,1.2,French, but he was always good in all the teams where he went except the lakers should not be abused
8562,@user Merçi je me prends pas la tête moi mes je suis pas un exemple quoi que 🤡🤫🤣🤣🤣🤣🤣👍,1.5,French, thank you i do not worry about myself my i am not an example whatever 
8563,Mahrez 32 ans et seulement 1 mi temps d'une coupe du monde a son actif http,1.4,French,mahrez  years old and only  half of a world cup has his credit http
8564,@user @user @user jsuis pas une hoe http,2.6666666666666665,French,   i am not an http hoe
8565,@flavienneuvy C’est votre avis et heureusement pas celui de la majorité des Français.,1.2,French, this is your opinion and fortunately not that of the majority of french people.
8566,"@user Bloque les gens chiants au pire. Comme ça, ils n'auront plus la possibilité de râler et de faire les frustrés x)",1.8,French, block annoying people at worst. that way they will not have the opportunity to moan and be frustrated x)
8567,@user dit pas ça,2.4,French, does not say that
8568,@user @user Adem tu m’as même pas défendu toi,2.5,French,  adem you did not even defend me
8569,@user Peut-être grâce aux 9 millions,1.4,French, maybe thanks to the  million
8570,Regardez cette vidéo Instagram de @ http,1.2,French,watch this instagram video from 
8571,@user jsuis à la rue http,2.25,French, i am at http street
8572,@user @user Gz,1.5,French,  gz
8573,@user Oh bonne lecture :D c'est gentil !,1.4,French, oh good read :d that is nice!
8574,Au moins 15 fois que j’écoute cette musique aujourd’hui,1.8,French,at least  times i listen to this music today
8575,@DanielRiolo Raf du débat,1.8,French, raf from the debate
8576,Victoire !!! Vamos jsuis heureux,3.2,French,victoire !!! come on i am happy
8577,J’suis en manque d’affection j’me contrôle pour pas faire des dingueries,4.2,French,i am in need of affection i control myself so as not to go crazy
8578,"@user Tu perds ton temps avec eux, il leur a retourné le cerveau leur chef de secte",2.4,French, you're wasting your time with them they brainwashed their cult leader
8579,"@user @user Venant d’un adepte dont le gourou est millionnaire et c’est enrichi sur le dos des contribuables, c’est savoureux.",1.4,French,  coming from a follower whose guru is a millionaire and it is enriched on the backs of taxpayers it is tasty.
8580,@user Musulman n'est pas une nationalité Les allemands ont eu honte des actions d Hitler et de tout l appareil nazi,1.0,French, muslim is not a nationality germans were ashamed of the actions of hitler and the whole nazi apparatus
8581,@user puique,1.0,French, puique
8582,"@user @user (Je n’ai rien contre McLaren, juste l’intérêt des points pour le championnat constructeur) 😂",2.25,French,  (i have nothing against mclaren just the points interest for the constructors' championship) 
8583,@user @user Notre dernier match on avait perdu contre eux,2.0,French,  our last match we lost against them
8584,"@user Didon, c pas forcé mdrr",1.3333333333333333,French, didon it is not forced mdrr
8585,1x ne veut pas mon argent ?,2.0,French,x does not want my money?
8586,Bon le débat Des abymes est nul 😴,1.2,French,well the des abymes debate sucks 
8587,@user Je ne partirai pas dans ce débat. Je respecte autant l'un que l'autre.,1.75,French, i will not go into this debate. i respect both equally.
8588,allez 5-0 pitié je veux dormir à poil ce soir,2.2,French,come on  please i want to sleep naked tonight
8589,Droit de vote à 16 ans : élu pire idée de projet,1.2,French,right to vote at : voted worst project idea
8590,@user Avant sa mort les song qu’il avait fait mais qui avait pas était posté,2.0,French, before his death the songs he had made but which had not been posted
8591,@CNEWS C'est chaud,1.0,French, it's hot
8592,@user Tu @user,1.0,French, to 
8593,🇫🇷↩️ Retour sur le week-end en club des Bleus 👍 Kanté omniprésent 👎 Benzema hors sujet http,1.0,French, throwback to the blues club weekend  omnipresent kanté  benzema off topic http
8594,"@user Yish 🥴👎 (Faisait longtemps que j’avais pas utilisé ce mot là, mais entk, il fit bien ici)",1.0,French, yish  (it's been a long time since i have used that word but entk it fit well here)
8595,@user No s'acaba d'entendre...,1.25,French, not quite understood...
8596,"@user Mais les variations de ce meme, ça devient n'imp 😭😭😭😭😭",2.25,French, but the variations of this meme it becomes imp 
8597,"@user J’ai une batte baseball, toi un truc inutile j’ai une idee de fou la",2.2,French, i have a baseball bat you a useless thing i have a crazy idea there
8598,🍅 Diablo 4 arrivera en 2023 ! La dernière classe a aussi été dévoilée : Necromancer. #FYNG http,1.0,French, diablo  will arrive in ! the last class was also unveiled: necromancer. fyng http
8599,"🐶 Boulay-Moselle : Lita, chienne gendarme, reçoit une médaille de la défense nationale ➡️ http http",1.0,French, boulaymoselle: lita police dog receives a national defense medal  http http
8600,"Ahmed Aidara : “Guédiawaye a montré, aujourd’hui, qu’on peut travailler main dans la main” http",1.0,French,ahmed aidara: “guédiawaye has shown today that we can work hand in hand” http
8601,@user @user @user Ne pas oublier qu'elle fût le diesel le plus rapide au monde en son temps.,1.0,French,   don't forget that it was the fastest diesel in the world in its time.
8602,"En tant qu’ancien boxeur, je confirme, on peut me piquer autant qu’on veut jsp pq mais je reste calme, self control",1.4,French,as a former boxer i confirm you can poke me as much as you want jsp pq but i remain calm self control
8603,@user @TPMP Niveau d'études ??? C'est à dire ?,1.6,French,  educational level ??? that's to say ?
8604,Un chapitre entier sur ibrahimlogique,1.4,French,an entire chapter on ibrahimlogic
8605,Les trois erreurs stratégiques de Renault-Nissan qui ont coûté cher à Carlos Ghosn http via @user,1.0,French,the three renaultnissan strategic mistakes that cost carlos ghosn dearly http via 
8606,@user @user @user mérité,1.0,French,   deserved
8607,@user Il est tellement bizarre son popoff X) Y'a rien qui bouge. Meme ça position est bizarre ^^,2.8,French, it's so weird its popoff x) there's nothing moving. even that position is weird ^^
8608,@user YAELAH GEMES AMAT,1.0,French, yaelah gemes amat
8609,mon humour sur une échelle de 1 à 10 http,2.2,French,my humor on a scale of  to  http
8610,@user (C'est pas le vrai compte),1.4,French, (not the real account)
8611,@user Fais en sur les prophètes ça serait super intéressant,1.2,French, do some on the prophets that would be super interesting
8612,@user @datirachida @user @MarleneSchiappa Plutôt Charlebois ! 😉,1.2,French,    rather charlebois! 
8613,"@user C'est ce quelle veut, c'est ceux qu'ils veulent 🤬",2.0,French, that's what she wants that is who they want 
8614,@user alors que le @ de samsam est marqué,1.0,French, while samsam's @ is marked
8615,"@user Bonjour, si le souci persiste n'hésitez pas à prévenir notre support : http",1.2,French, hello if the problem persists do not hesitate to contact our support: http
8616,Je savais pas qu’on pouvait son fils Genghis khan,1.0,French,i did not know we could his son genghis khan
8617,"@user Ça devait être du deo, vous en avez certainement trop besoin.",2.4,French, it must have been deo you sure need it too much.
8618,@user Moi aussi ça fait longtemps jsuis pas venu,1.5,French, me too it is been a long time i have not been here
8619,@user @user j pensais pas que c'était si drôle mais j suis contente de voir ça mdrrr,1.6,French,  i did not think it was so funny but i am happy to see it mdrrr
8620,@user même juste la laisser vivre seule je pourrais pas.. je préfère qu’elle soit chez moi,3.4,French, even just let her live alone i could not.. i prefer her to be at my house
8621,@user @user je pourrais rajouter encore le Seigneur est venu pour nous enseigne comment prière! http,1.75,French,  i might add again the lord has come to teach us how to pray! http
8622,Comment j'ai PAS envie d'aller en stage laissez moi dormir,2.6,French,how i do not want to go to an internship let me sleep
8623,@user c'est certain...... ça a pas du être simple à tourner pour elle..........,3.25,French, for sure...... it must not have been easy for her to shoot........
8624,@user Tu es ou,2.2,French, where are you
8625,Amsterdam forme des crack et Paris les détruit.,1.0,French,amsterdam trains cracks and paris destroys them.
8626,@user C'est malware et compagnie,1.8,French, it's malware and company
8627,Conflit en #Ukraine : comment la #Russie a tissé des liens plus étroits avec l'#Afrique http,1.0,French,conflict in ukraine: how russia forged closer ties with africa http
8628,@JustinTrudeau Tes le pire,2.2,French, your the worst
8629,Vient de publier une vidéo à Dubaï Émirat http,1.0,French,just posted a video in dubai emirate http
8630,"« L'Europe doit priver Poutine des revenus du gaz et du pétrole », estime le patron du gaz ukrainien http",1.0,French,europe must deprive putin of gas and oil revenues says ukrainian gas boss http
8631,@user Mdr Respecte la différence d'expression c'est tout.,1.8,French, mdr respect the difference in expression that is all.
8632,@user non mais ta vu ces avis comment ne pas le traiter de anti op dans blague,2.0,French, no but you saw these notices how not to treat it as anti op in joke
8633,J’ai trop le seum la campagne a zemmour va être remboursé,1.5,French,i have too much seum the campaign in zemmour will be reimbursed
8634,@user Quel bonheur d'avoir son bac,1.6,French, what a joy to have his baccalaureate
8635,Rugby : fin de saison pour Paul Willemse http,1.0,French,rugby: end of season for paul willemse http
8636,C’est trop bizarre sa,1.4,French,it's too weird
8637,comme ça je peux les enlever une fois que j’ai fini de bosser et ça m’évite de passer pr une meuf bizarre dans les transports en commun,3.2,French,that way i can take them off once i am done working and it saves me from passing by a weird girl on public transport
8638,@user C'est vrai que ça résonne,1.2,French, it's true that it resonates
8639,"@user @user @user Dombass massacré par les ukrainiens, déjà oublié ?",1.25,French,   dombass massacred by the ukrainians already forgotten?
8640,@user @user @user Ça serait légitime.,1.4,French,   that would be legit.
8641,Très heureux de voir des affiches du grand Z très bien placées dans ma petite ville de CARROS les Plans près de Nice.,1.6,French,very happy to see posters of the big z very well placed in my small town of carros les plans near nice.
8642,@user Ma vie les soirées Catch sur NT1!,2.5,French, my life on nt catch nights!
8643,@user @user J'ai l'impression que depuis Everyday Robots il est peace. D'où son semi-exil en Islande il me semble,1.0,French,  i have the impression that since everyday robots there is peace. hence his semiexile in iceland it seems to me
8644,@user Merci beaucoup de me suivre aussi aujourd'hui 🆗👍👍🆗,1.8,French, thank you so much for following me today too 
8645,@RMCinfo L'Etat met en place des aides pour les pêcheurs pour compenser la hausse des carburants pourtant.,1.2,French, the state is setting up aid for fishermen to compensate for the increase in fuel however.
8646,Depuis que j’suis ici j’prends plus le temps de découvrir des sons,1.8,French,since i have been here i do not take the time to discover sounds anymore
8647,"@BFMTV @user Oui beh il ne faudra pas compter sur vous et sur Macron pour venir nous sauver, vendeurs de malheur !!",1.4,French,  yes beh we will not have to count on you and macron to come and save us sellers of misfortune!!
8648,@user @user La vérité si je mens😂😂😂,1.6,French,  the truth if i am lying
8649,@user L’application « report+ »,1.0,French, l’application « report+ »
8650,@user @user @user @user @user Si il reste à River c’est différent,2.0,French,     if he stays at river it is different
8651,Y’a quoi à faire à Oujda à part le mcdo,2.2,French,there is what to do in oujda apart from the mcdo
8652,@user Elle a fait ses 2 premières doses?,3.2,French, she did her first  doses?
8653,Je l’ai eu en pleure dans mes bras..,4.4,French,i had him crying in my arms.
8654,@user 2 mandat supplémentaire,1.0,French,  additional mandate
8655,Doja elle insulte ses fans et 10 mins après elle est sur scène hdshjdisks je l’aime trop,1.8,French,doja she insults her fans and  minutes later she is on stage hdshjdisks i love her too much
8656,@user joyeux anniversaire mon bébé 🥳🥳❤️❤️,4.0,French, happy birthday my baby 
8657,@AnasseKazib Il y a la guerre en Algérie ? J’étais pas au courant…c’est pas au gouvernement algérien de les gérer ?,1.25,French, there is war in algeria? i was not aware...is not it up to the algerian government to manage them?
8658,A la recherche d’une soulmate vu que la place est libre?,3.6,French,looking for a soulmate since the place is free?
8659,Superbes créations ! Bravo à nos artisans et créateurs ! http,2.0,French,superb creations! congratulations to our artisans and creators! http
8660,@user C'est le Coca-Cola,1.0,French, it's cocacola
8661,"@user oups, la fatigue, je voulais dire contre, suis confuse, suis excusez ? je rectifie de suite ;-)",1.5,French, oops fatigue i meant against am confused am sorry? i correct immediately ;)
8662,@user @user C'est de l'humour de blanc askip,1.6,French,  this is white humor askip
8663,@user Belle journée ☀️,1.2,French, have a nice day 
8664,"Sam Raimi (réalisateur de Docteur Strange 2) se dit prêt à faire son film ""Spider-Man 4"" ! « Après avoir réintégré le multiv…",1.0,French,sam raimi (director of doctor strange ) says he is ready to make his film spiderman ! “after rejoining the multiv…
8665,"Je commence par les hash seulement , joyeuse fête à nous . Min chaaaar lagué 🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🥳🥳",2.0,French,i start with the hashes only happy birthday to us. min chaaaar lague 
8666,"@user J'y suis plus depuis un bon moment déjà, chacun a prie son chemin",2.5,French, i have not been there for a while now everyone has their way
8667,@user @user Ptdr sauf que moi je suis pas fan de ces joueurs au point de nommer mon compte par leurs prénoms / photos 🤣🤣,2.0,French,  ptdr except that i am not a fan of these players to the point of naming my account by their first names / photos 
8668,@user @user Ils croient aux forces de l'esprit,1.4,French,  they believe in spirit forces
8669,@user C’est une musiqueee,1.0,French, this is music
8670,La distraction des piétons pourrait être plus dangereuse que la distraction des conducteurs,1.0,French,pedestrian distraction could be more dangerous than driver distraction
8671,@user @user Vous traitez qui là ?,2.6,French,  who are you dealing with here?
8672,"C'est pas le contenu habituel de CarlSagan42, d'habitude il fait des vidéos sur Super Mario maker 2 (c'est génial) http",1.6,French,this is not carlsagan's usual content he usually does super mario maker  videos (it is awesome) http
8673,@user Nom nom nom!,1.0,French, name name name!
8674,"Mon frérot qui fait son premier l’Aid en tant que musulman, les émotions",4.4,French,my brother who is doing his first aid as a muslim the emotions
8675,@user @user @user Zelensky est francais ?? C'est bien ca ?? 😭😭,1.0,French,   zelensky is french?? that's right ?? 
8676,Vous êtes ? Perso pan,4.5,French,you are ? custom pan
8677,Posté puis supprimer par Benjamin vous en pensez quoi? http,1.2,French,posted then deleted by benjamin what do you think? http
8678,"Si MHD était encore hypé son film aurait reçu une promo de ouf, mais la.. silence radio.",1.2,French,if mhd was still hyped his film would have received a crazy promo but the... radio silence.
8679,@user Je suis trop beau putain,3.2,French, i am too fucking handsome
8680,"Laver les draps ça changeait rien, j'en ai racheté des nouveaux.",2.6,French,washing the sheets did not change anything i bought new ones.
8681,@user Je vois pas de quoi tu parles enfaite,1.6,French, i do not see what you are talking about actually
8682,"@user Wow, merci beaucoup 🤤 💜 #FreebieFriday",1.6,French, wow thank you very much   freebiefriday
8683,@user jvais devoir skip ayaka si c'est vrai j'ai envie de crever,2.6,French, i will have to skip ayaka if it is true i want to die
8684,Petite douceur du réveil 🤭😇 Retweet si tu aime et veux des photos tous les jours 🙃 http,3.5,French,little sweetness of the alarm clock  retweet if you like and want photos every day  http
8685,@LeTemps C'est le nouveau @user What else. @LeTemps,1.25,French, this is the new  what else. 
8686,@user @user bah je trouvais le petit singe mignon quoi mais t'as une vraie psychose du racisme donc bon,1.4,French,  well i thought the little monkey was cute but you have a real psychosis of racism so good
8687,@user Zoé je suis pris désolé ...,3.6,French, zoe i am taken sorry...
8688,Tout duaa est bon à prendre les mecs demain le bac inchallah Kheir ❤️,3.0,French,any duaa is good to take guys tomorrow the bac inchallah kheir 
8689,jos il est à Stras pourquoi j’y suis pas ajd je l’aurai croisé ..,1.4,French,jos he is in stras why am i not there ajd i would have met him..
8690,@user Il a perdu sa famille et il a faim,2.4,French, he lost his family and he is hungry
8691,📊👀 On fait le point sur les états de forme des deux équipes avant le match de 19h sur la pelouse de @user #QRMFCSM http,1.0,French, we take stock of the state of form of the two teams before the  p.m. match on the lawn of  qrmfcsm http
8692,@user Oui donc pour apporter de la profondeur et faire tourner au milieu ça sera bien après ça dépend du contrat,2.0,French, yes so to bring depth and rotate in the middle it will be good after that depends on the contract
8693,@PMU_Poker @user C fait,2.0,French,  c does
8694,@user La fin de ton premier tweet ça ton cas aussi,1.75,French, the end of your first tweet that your case too
8695,@user on dirait les merguez elles vont brûler au bûcher,2.0,French, it looks like the merguez they will burn at the stake
8696,"@user @user C’est clair, à ce niveau, ils n’ont rien à Envier au Siècle des Lumières...",1.0,French,  it's clear at this level they have nothing to envy to the age of enlightenment...
8697,@TPMP Mais ça existe déjà !!!! Sortez de vos tours d ivoire !!!,1.2,French, but it already exists!!!! get out of your ivory towers!!!
8698,"@user Tain ma niche c est les darons, le coup de vieux ^^",2.6666666666666665,French, tain my niche is the darons the old guy ^^
8699,@user @JulienAubert84 @Le_Figaro avez-vous vérifier vos sources ?,1.0,French,   have you checked your sources?
