label,language,cleanedtweet
1.2,Spanish,see everyon facewithtearsofjoyfacewithtearsofjoy
1.2,Spanish,mam forgiv
1.6,Spanish,com la gent continu go teo
1.4,Spanish,chavarri deb inhib  cannot judg part  illeg way  investig
2.0,Spanish,fear cannot control
1.8,Spanish,equal perhap right human pod ever never becam fact  balzac honor
2.4,Spanish,stop perman look histori facepalm mediumlightskintone‍femalesign️rollingonthefloorlaugh
3.2,Spanish,ten iron pedest nobodi lower
2.6,Spanish,est tent qu listen lader away go pass long etcet
1.8,Spanish,slept hour mediat milan hashtag vid health
2.2,Spanish,happi night sister god bless ca work
2.8,Spanish,tantit madr hij putisim verg
2.8,Spanish,vio nen  year vine labur children children
1.4,Spanish,agust
2.4,Spanish,mir com la suy par illan sun️ey good day  happyfriday http
1.0,Spanish,neither two know
1.0,Spanish,thank tant  equipar  ilp jusapol  venarlailpjusapalesileg
2.2,Spanish,know best  http
1.6,Spanish,mefiou sun vine feel much seri wrote janaj
2.0,Spanish,wasnt didnt flash
1.0,Spanish,return hologram
4.0,Spanish,iar fall love
2.0,Spanish,one ratito cam make cold loudlycryingfac
1.8,Spanish,abrigam camin take fri
1.4,Spanish,alreadi enough
1.4,Spanish,persever prayer see graci action colosen   rvr http
1.2,Spanish,wait  chair pleas   go tire well
2.0,Spanish,men opinion prostitu obvi favor violin pij mang could
1.0,Spanish, ironman  south africa dy dead two  triathlet http
1.0,Spanish,unic children televis channel abiert de mexic strengthen save call
2.8,Spanish,gener cant
3.4,Spanish,today saw stef metro wear gray sweat red bag alway dig go health per dare
1.333333333,Spanish, ded error player
1.0,Spanish,new servic notif ca yb
1.6,Spanish,gemini️  geminist
3.0,Spanish,god help know
3.4,Spanish,need love longer live hug
1.0,Spanish,founder
1.4,Spanish,pa co chil  contigochv
2.8,Spanish,need mental peac
1.6,Spanish,notic rap miss edg neither hide
2.4,Spanish,well chang use network name imposs decent user 
1.6,Spanish,continu long went club kid could energi hahahahaha
1.2,Spanish,govern thrown accord juan de marian http
1.8,Spanish,alreadi made lot smilingfacewithsmilingey
1.25,Spanish,new servic notif c
1.8,Spanish,judg return stori
2.4,Spanish,nd day burn com colg  start well facewithrolingeyssmilingfacewithopenmouth    coldsweat
2.2,Spanish,alway told brother fortun sun share day morn naturaz redheart️  happi diadelatierr  earthday
2.2,Spanish,blink eye chang locat play save
1.0,Spanish,bajon upd give return upd hdp
1.0,Spanish,fuerz  mtv miaw  mtvla fandom juliantinafan  mtvlaparejajuliantin
2.0,Spanish,per alreadi llov loudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfac
3.4,Spanish,love man alway awar redheart️
1.0,Spanish,lift us junior bquill eliminadisim de libert cellul comesañ even
2.4,Spanish,said like morat per save retract apolog present
1.8,Spanish,truth
3.4,Spanish,refus return may want cri ’
1.4,Spanish,truth need play
1.6,Spanish,never imagin cross go make goal hahaha alfin good hi thousand put
4.2,Spanish,seen threadless mascot lead cri xq nun nun go live dog god shell
4.2,Spanish,set qui conf list spend cat com made tweet
2.0,Spanish,look child
1.0,Spanish,vsi vs circul polit http
2.0,Spanish,facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy
4.4,Spanish,want recharg beauti pech grandfight eggplanttonguefacewithstuckouttonguefacewithstuckouttongguedroolingfacesweatdropletssssweatdropletsweatdroplet http
1.6,Spanish,peru tonight full volum puebl libr 🇵🇪  stay  quarantan http
2.2,Spanish,ladil find comod cam god
4.4,Spanish,ass nalg cad want 
1.4,Spanish,
1.0,Spanish,chal want gan entrepreneur risk capit well brga http
2.666666667,Spanish,think team apolog carri part algebr gui target
1.2,Spanish,want sleep time tire face
2.4,Spanish,dream hous
1.6,Spanish,monon learn order fulfil pautonc left
1.2,Spanish,superpow http
1.8,Spanish,vam malit alreadi know recov prompt continu vacat
2.333333333,Spanish,part sb instead unf understand
1.25,Spanish,loss air llant forget method arcaic per effect anymor
3.4,Spanish,love much expect adventur save drive sparklingheart http
3.6,Spanish,seem like bullshit part hous go say favorit tatengheart
1.4,Spanish,direct flash white traffick pay jail like prompt
1.4,Spanish,good morn son la vid picnic
3.4,Spanish,feel like equallll
1.0,Spanish,play power power invert health milic serv sialduarentenanoalestadodes
3.2,Spanish,moral
3.4,Spanish,mommi alreadi saw cool see without wey sun made cri
2.6,Spanish,guey believ well thank clown per man man cri maricon tv
2.0,Spanish,leav dark hosti anywher bodi contrib
1.2,Spanish,c q say respect hahaha
3.4,Spanish,turn old cell phone record celul q loc
2.0,Spanish,mam wait pizz pag domin told children take care mr perseveringface🤨
3.6,Spanish,im realiz fetish merchant astonishedface🤯
1.4,Spanish,disappoint friday lind
1.25,Spanish,lung
3.2,Spanish,nun ballaz tant vine
1.0,Spanish,american  jej
2.2,Spanish,hypochondriac recommend notic case think turn
3.2,Spanish,clar ric lind
1.2,Spanish,truth   order poor   monthli need cab par gilett    huec
2.75,Spanish,copi sum sep die want day demi dead juliantin henryj
3.2,Spanish,condom water hand list 
1.0,Spanish,microphon ten new date consult gir  first citi fech heavyplussignplaybutton tour http
1.0,Spanish,japan  hug
3.8,Spanish,expect someth someon come self told sieeeeemprepersonfacepalmingmediumlightskintone‍femalesign️
2.4,Spanish,mine dont fuck anyon dont break bowl
2.0,Spanish,indeci fallor ching taquit
1.4,Spanish,follow send messag
3.8,Spanish,love much areri ok rememb told today
1.6,Spanish,believ  follow graco believ reach   ahreligenmem  ahreligen
2.4,Spanish,ann pleas womanon smilingfacewithhearteyssparkl
2.2,Spanish,altozano open select chedraui lord lord well excit person
1.4,Spanish,hate excel player profession
3.75,Spanish,node throat go nadasleepyfac
2.6,Spanish,good dont know porong save per quier game
1.0,Spanish,owner  venevis  cisnero  televi adlat  chavism 
3.0,Spanish,arit jjajaj
1.0,Spanish,go say someth didnt care call
1.4,Spanish,well today peg c inner edg right foot reluct per
1.0,Spanish,send dad photo immun coron perri
2.2,Spanish,sometim good chang
2.2,Spanish,cant nobodi let know
3.0,Spanish,amig lpm year best post librari best person
3.2,Spanish,cut   plant pel fall per vam com natur pel grow lot smilingfacewithhearteyesclappinghandslightskinton
4.4,Spanish,tmb give stop tens worst spend addit car
1.0,Spanish, grammi isoverparti  grammi deser
4.75,Spanish,viv cog gan
2.0,Spanish,save im afraid 
1.75,Spanish,troll invent kirner par call la gent
3.4,Spanish,want pull play breath
2.6,Spanish,tell  speak contig per tea audi vibrat cellul http
2.6,Spanish,tell dad
1.75,Spanish,white neck orang neck crimin band close wat bocot
2.0,Spanish,know co pizz
2.0,Spanish,denunci oci
1.4,Spanish,take exex valid  hor  sum tant
2.75,Spanish,mosc hous also januari sparkl
1.75,Spanish,fandom cuand luch arriv cag beauti moment coopeach juliantin http
2.75,Spanish,stag
3.0,Spanish,problem parai
1.0,Spanish,rt btsperu bighit btstwt sampl desou atmosp btstwt tom fot reflej map soul mop 
1.6,Spanish,love caraj love   mtv miaw  mtvla fandom julianfan  mtvlaparejajuliantin http
4.25,Spanish,see street strive health alway music volum lie anoth lad
3.4,Spanish,hate see friend badi
1.2,Spanish,chipi synonym lime moj rain
2.6,Spanish,imagin father twin twin weari face
2.8,Spanish, breath  gift
1.2,Spanish,gear️ level stress suffer
4.2,Spanish,love forev loudlycryingfacemilingfacewithhearteyesredheart️  cougarfey
1.0,Spanish,man set fire argu husband iztapalap http
1.8,Spanish,one man beer clash droolingfacefacewithtearsofjoy http
2.6,Spanish,januari  alreadi million worri pum head
2.0,Spanish,write dm
1.0,Spanish,join jujuy limit bolivia mission brazil south tierr del fueg
2.666666667,Spanish,haha look proxim stori open albali stick viajecit post com bell
1.4,Spanish,relief vine speak  color  imag  truth  vid  landscap  naturez http
1.8,Spanish,taylor swift  style http via cant love song http anymor
1.5,Spanish,tran com agu de tank
1.2,Spanish,time field produc  veracruz http http
2.2,Spanish,beautiful🥺purpleheart  bt  btsxgda  btsatgd http
1.2,Spanish,graci twoheart
3.8,Spanish,give man barri mad growinghet
4.2,Spanish,good day love sparklingheart
1.0,Spanish, treatment paratod sig geng strategi par sev comba
1.4,Spanish,anoth sick viru
2.6,Spanish,co co heavi
2.6,Spanish,gent coward brib
1.8,Spanish,capabl vejer parasit budget
4.0,Spanish,hahaha think im level  know
3.2,Spanish,know com anima person loudlycryingfac
1.8,Spanish,need
2.2,Spanish,graci bro hair longer return smell cigarril farr raisinghands🤩
1.5,Spanish,lpm slow spend time
4.2,Spanish,forget feel affect someon want
2.4,Spanish,end night end pen suit
3.2,Spanish,ric man
1.8,Spanish,alway see other someth dont
3.666666667,Spanish,notic arriv nad xd http
1.333333333,Spanish,right poor korea del nort venezuel cub
1.0,Spanish,cactu promis futur scienc fiction movi capabl predec http
1.0,Spanish,
1.2,Spanish,six year part popular zinc song simon diaz http
4.6,Spanish,pap mam
2.6,Spanish,tip end  good chau feel vivo shit
3.0,Spanish,know dont go jug field pensivefac
1.4,Spanish,minecraft return popular swear seri tod alreadi burial fortnit pordioooo
2.8,Spanish,stop perfect someth god
2.2,Spanish,prim pai among latin american   congratul chic  
1.5,Spanish,cov loui hag  pm
2.5,Spanish,call deceiv tell leav alon
2.4,Spanish,tri first vem hahaha
2.0,Spanish,agre firm
1.6,Spanish,believ support
1.2,Spanish,pablo casal avi social cut social cut http arriv
2.8,Spanish,neither name need obviou discuss tont tampococ
1.5,Spanish,pinch alreadi pleas callat
1.6,Spanish,repres tragedi earli occasion
2.6,Spanish,adopt info dm http
2.6,Spanish,nad com pitil chiquil http
1.8,Spanish,insult discur coward
1.5,Spanish,🇻🇪 pa receiv
3.6,Spanish,ugli know still cannot confirm
1.4,Spanish,orteg smith tag someth pa mod like end sovereign
2.2,Spanish,dont know exhibit ester video
1.25,Spanish,meriton widow mateu alemani nadi
3.0,Spanish,time forgiv cort graci
4.2,Spanish,photo pend one  feel facewithtearsofjoy
3.0,Spanish,pleas tell taken pen musicalnot
1.4,Spanish,soon renov pod declar inaugur dictatorship
1.6,Spanish,chang dpi stay ca    covid mx
1.8,Spanish,debut treasur 
1.25,Spanish,seek father throw street right
1.0,Spanish,say pisco peruvian
3.8,Spanish,lack love brother year ago someon want
3.2,Spanish,someon trist thu tire dm help 
4.2,Spanish,depress thought mayb cant continu matern
3.4,Spanish,alway think love life nen saw kmart nin inch nail shirt
2.2,Spanish,put rattl kitten
2.0,Spanish,shit
4.6,Spanish,see without stumbl
2.8,Spanish,learn alreadi let go
1.4,Spanish,ledamolagrasialojugador
3.0,Spanish,tuy record prior http
1.0,Spanish,go compli act start grinningfacewithsmilingey
4.0,Spanish,verg love mor
2.6,Spanish,promot men
1.6,Spanish,favorit tar one lie cost dond answer good air
3.0,Spanish,kilo lemon gel mir pelicul acurruc bear
3.4,Spanish,burg pa per follow wear flower
2.6,Spanish,alreadi present slightli frown face graci exam todo
1.25,Spanish,better
2.8,Spanish,alreadi gave com  ask write indirect hahaha
2.2,Spanish,continu hambr brokenheart
1.2,Spanish,altur went cast
1.6,Spanish,happi  diamundialdelteat also even
2.6,Spanish,much grui guap twoheartsglowingstarrevingingheart
1.25,Spanish,without juli evil
3.0,Spanish,mom mom mom firefli room bonit year see believ longer exist
1.8,Spanish,one want take time dont import hac moment
2.0,Spanish,mand save fix lind allooooo
2.25,Spanish,good seri mad men com dont tell verl
2.5,Spanish,hotbeveragesunwithfacebuen day hotbeveragesunwithfac sup day carg bless joy health good vibrathumbsuphuggingfac http
2.8,Spanish,someon spoke
3.8,Spanish,love laugh
1.2,Spanish,jonathan montenegro critic venezuelan televis canal omit countri enhanc  http
1.4,Spanish,im salt de la alegr scisso
3.2,Spanish,make insult hashtag someon neither hess know fancam person stup
3.4,Spanish,trembl man forearm blame tant bloc enter today tiredfac
3.333333333,Spanish,desir nd set someth want
2.0,Spanish,want get father
4.2,Spanish,white collar rat violenc american jail  
2.4,Spanish,incred histori wonder enjoy creation lot congratul lou http
1.75,Spanish, com cannot privileg 
3.2,Spanish,morb uniform soccer droolingfacesmilingfacewithheartey
1.0,Spanish,begin school year xxxix paz campaign tierr http via young
1.4,Spanish,nuev cuent smilingface️
2.25,Spanish,even tampoc make nad 
3.8,Spanish,need someth im hard die
3.6,Spanish,hazem mierd cont la ver per pleas dont lie
2.0,Spanish,com lo sup ah
3.4,Spanish,week sup cort per led   day make ortho lpm go cri
3.2,Spanish,dream banan crescent gordo hast soul dream
3.6,Spanish,finish relationship shit ex social network see patet
1.5,Spanish,epicent v la malinch okhand
3.2,Spanish,thing seek seri age work blanc
3.0,Spanish,verg friend vi vivo cer cer de ca par noch talk
3.2,Spanish,plate gave bowl goe wrong better like
1.6,Spanish,rumor death kob bryant ojbl stronger damn rumor
3.75,Spanish,bore day life bn bore
1.6,Spanish,hell peopl share storiespubl
1.0,Spanish,fright
1.5,Spanish,survey think congress chile corrupt discredit vote lueg rt rt
1.8,Spanish,pretti http
1.6,Spanish,pass around world lot go happen http
3.75,Spanish,beauti http
3.4,Spanish,like malu man     listen children  firstdat
2.4,Spanish,man chic http bath
1.5,Spanish,candl honor meterl
3.75,Spanish,ʸˢblueheart beauti maracucha ive seen
4.666666667,Spanish,give fine
1.0,Spanish,drone explo
2.2,Spanish,last night felt want go street travesur remix
1.5,Spanish,without enter escatolog languag call traitor
2.0,Spanish,que cam question zancud return orej     http
2.8,Spanish,use print phot suy peg pair bath hahahajsk love
3.0,Spanish,think im hard soft
1.0,Spanish,spain expir  roman sergiiram anot one roj http goal
3.6,Spanish,ezequiel love son put soon mine fort
2.6,Spanish,good morn cabr lind de twitter great day
1.0,Spanish,nick jon camp rock doesnt rememb name thinkingfacesmilingfacewithopenmouth    coldsweat
2.333333333,Spanish,neighbor quier tweet band co per com chemig give
1.333333333,Spanish,give mic quiet take pee com kendrick lam babi tod gan sol tell pric hor pa
1.6,Spanish,uncl american pag paston go put uni encim exam typ test fuck
1.2,Spanish,child also disguis ariel com taylor swift http
3.2,Spanish,hahaha start follow darl mg photo
3.2,Spanish,woman tent write ex new new novi
3.0,Spanish,oig nice thing look excu talk 🥺
3.4,Spanish,dim see pa ’com
2.8,Spanish,abl captur
3.8,Spanish,need stop feel
3.0,Spanish,drug bad wors
2.25,Spanish,espad
4.0,Spanish, mir car mine symphon two
2.0,Spanish,lun constant remind phase alway complet http
1.4,Spanish,televis inform happen recolet sobr el juici depart
1.0,Spanish,serious vehicl
1.8,Spanish,best
1.0,Spanish,spain  holland soccer spain  franco  puntaz mr pau gasol balontest
3.25,Spanish,mat make conceptu network everyth seen year even know go receiv alreadi late p
2.8,Spanish,disturbb tender time thought thinkingfacethinkingfac
2.0,Spanish,graci help quanthr ignor god bless also pipin
1.2,Spanish,tve censur deliveri prison offici critic minist marlask http
1.5,Spanish,vote well save
2.8,Spanish,son kitten also call michi   
1.0,Spanish,fat teenag diari want
1.0,Spanish,new servic notif c c
2.0,Spanish,monday quarterli literatur quw maquet lym
3.2,Spanish,promis debt fotit wait like like http
1.2,Spanish,styl earthquak
4.0,Spanish,com want say tell  miss someth happen pal jajsj fail
1.666666667,Spanish,four three bankrupt
2.0,Spanish,today woke thought  mexican tye raku olympiafrowningfacewithopenmouthfrowningfacewithopenmouth
3.4,Spanish,make old redheart ensur
2.4,Spanish,never thought say return cartag plswaryfac
2.8,Spanish, well ye –and twitt  http
1.0,Spanish,ye vine philosophi
1.2,Spanish,lot maravil sent gift 
2.2,Spanish,women like one cel
1.75,Spanish,com go dream martin mam god fandom facebook group lo ahi return porf
1.75,Spanish,would start inuashash never seen see skam itali skam franci rip
3.6,Spanish,friend believ eye red cri jajajajajajajajajajajaja
2.333333333,Spanish,somp
1.2,Spanish,excel resong notar tn goodisim ud globolud
1.6,Spanish,eskenazi connect fund
2.0,Spanish,chin rememb name foldedhandslightskinton approv well
2.6,Spanish,need flow get old http
2.5,Spanish,pu la verd ba bet
4.25,Spanish,want brother fixisappointedfac
3.5,Spanish,ok listen poem master nerud melod electron fond like tod eclect love
3.0,Spanish,sir peni find
3.4,Spanish,go know dig sol friend farr peg nio ten
1.4,Spanish,fuck sag rejug
1.8,Spanish, sevienemkw com q three day campaign yesterday gather cursa talk pilar
2.0,Spanish,uuu terror anoth tom  submiss one ro four year ped tn bonadi fug abroad 
3.8,Spanish,mail best love ador take high manit  otgala
2.2,Spanish,hahaha everyth control well ahi okhand pass part
1.4,Spanish,amlo doctrin preserv hypocrec dress http
3.0,Spanish,alreadi ric puton sol instead gast money nar
1.0,Spanish,american b reach air base cat deterio relationship iran http
1.8,Spanish,cant laugh narut meme
1.6,Spanish,dont know alreadi like
2.2,Spanish,mafia cant take taxi ship chor
3.0,Spanish,year focu sun
1.25,Spanish,python alway one like graham chapm
1.0,Spanish, economi processor latin project  year com  http
2.0,Spanish,one chic per like http
1.4,Spanish,poc crimin http remain
1.0,Spanish,also wast subsidi http
1.5,Spanish, vote par puigdemont andaluc
1.25,Spanish,god anoth phrase good forgot
1.2,Spanish,tom  http
3.4,Spanish,anoth world instead hell find glori cloud memori eras
1.0,Spanish,tormentoowi
2.75,Spanish,vi walk among car zigzag drunk
3.2,Spanish,real best viddd babylightskintoneheartsuit️
1.5,Spanish,avril deserv promot taylor said said
2.2,Spanish,hahaha aunt ’
1.0,Spanish,admir total
2.5,Spanish,alreadi imagin center cinema event croc like juanch jajjajaj
1.0,Spanish, mom problem johnni act http
2.2,Spanish,happi simpl co materi
3.25,Spanish,colm fall asleep dont put alarm disastr
1.8,Spanish,take away salt desir
1.0,Spanish,seri facewithtearsofjoy
1.0,Spanish,exit today champ alrat fall soccerball️
1.333333333,Spanish,sol fourt put pantoj fish pasapalab  svgala
3.0,Spanish,wait children join
1.75,Spanish,way stop exparc 
2.333333333,Spanish,naddd know much hahaha coqu
3.5,Spanish,eai quer follow vo per bue
2.2,Spanish,insur comic  fire sun someth mental affect http
1.0,Spanish, cultur  bolivi receiv bs  millon graci program  interventionsurban http
3.4,Spanish,nung teng qui spoke madrug sleepyfac
1.0,Spanish,us
2.8,Spanish,realli like colombian cultur
2.6,Spanish,need someon give
2.4,Spanish,nine great ca proof
1.8,Spanish,bad sun alway bring
3.5,Spanish,clar chic sun pregnanc loudlycryingfacehuggingfac
2.8,Spanish,whatev per
2.2,Spanish,alreadi lost account time saw jungkook film jimin chau renunci
1.4,Spanish,per pu song personshruggginglightskintone‍malesign️
3.4,Spanish,need friend dont leav asid
1.8,Spanish,prepar best twt put nefast
2.4,Spanish,fulfil friend 
2.2,Spanish,get link woman dont know go head hahaha  exo
3.4,Spanish,like ig joshuapeletay ahr http
1.8,Spanish,alreadi need vacat
1.5,Spanish, pe tip
1.0,Spanish, fuerzachairamexican wish merri christma got link mañan
1.0,Spanish, russian go venezuel say trump receiv juan guaid handcuff   intern  http
3.8,Spanish,dawn birrionnd
3.6,Spanish,make happier tom decis
4.5,Spanish,haha least fetish healthyface️
3.25,Spanish,better away high flight sound strong happi
1.6,Spanish,next elect candidat independ depend vallamp
3.8,Spanish,ysi fuck well friend 🥰🥰🥰🥰🥰
2.6,Spanish,ketorolaco suit continu day facewithtearsofjoy
1.0,Spanish,siti speak
3.2,Spanish,beauti http violenc
1.8,Spanish,lucki guy insur vuel larach
2.5,Spanish,invit
3.2,Spanish,cant stand appropri peopl 🤬
3.5,Spanish,see ortho   gt  kilo love sweet mami http
1.75,Spanish,confirm death  indigen child choc premis colombi http via  fpatriadign
3.4,Spanish,heart lime graci imag redheart️ http
1.5,Spanish,quiet best thing play fif http
1.4,Spanish,believ dejà vu
2.2,Spanish, good thursday pain account tweet
2.0,Spanish,also hit concept
1.25,Spanish,friend mirrey pur mam
3.0,Spanish,cocin pigfacewithtearsofjoy
3.5,Spanish,hor memori look solv see personshrugginglightskintone‍femalesign️ voic dizzi
2.0,Spanish,draw nah kakeru
1.25,Spanish,daili bread  frowningface️
3.4,Spanish,quier junt castr juli com fide moñitosloucycryingfac
4.0,Spanish,uuuffff ric delici
1.8,Spanish,perspect other home perspect http
2.25,Spanish,clar annoy mani peopl talk someth dont know absolut
2.75,Spanish,love  impon
3.6,Spanish,hahaha dont know bank bard expu q ortho personshrugginglightskintone‍fem
1.2,Spanish,el salvador
2.5,Spanish,femin listen
1.4,Spanish,everi day go work
3.2,Spanish,listen music person later leav vine come put fear make chord
1.75,Spanish,work
2.2,Spanish,seem im go bing
1.8,Spanish,understand haha
1.6,Spanish,sab alreadi arriv plane china hous
4.0,Spanish,friend want make cabbag
1.0,Spanish,riv gole   boy friend arriv plug prox part http
1.2,Spanish,worst corrupt http
1.6,Spanish,fog respons editor
1.25,Spanish,quant contradict fot http sun
2.0,Spanish,irrespon  
1.5,Spanish,tmr shit tb must option us
3.0,Spanish,fran woke talk proximañaña disappoint relievedfac calmat hi still dream atand cordon worriedfac
2.6,Spanish,well mor almost speaker truck yet 
4.0,Spanish,sun ask stab open bodi part lug
1.75,Spanish,listen vivaldi station see
2.0,Spanish,thinkingfacethinkingfacethinkingfacethinkingfacethinkingfac better even  huggingfacehuggingfacehuggingfac
2.8,Spanish, 
1.5,Spanish,come come give raw
2.2,Spanish,happi year señoor happi year señooor
3.4,Spanish,want see grandfath cri face
1.0,Spanish,let see program close total escind
2.5,Spanish,pleasur guilti
3.0,Spanish,health macki god shelter soul strengthen alway made littl detail hug
1.0,Spanish,cactu  wonder current world http
1.25,Spanish,movi two per three personrunninglightskintone‍femalesign️dashingaway
1.4,Spanish,ninth maxim splendor
1.25,Spanish,today peñarol foldedhandslightskinton
1.25,Spanish,oooooooy sound good mse nad
2.0,Spanish,clar sol behind im go like get facewithtearsofjoy
2.8,Spanish,lucki suffer back pain want anyon
2.0,Spanish,twitt even  peopl read http
3.8,Spanish,love
2.6,Spanish,mar made hamburgu sail pigfacemilingcatfac heartey
2.2,Spanish,com love lav pla pot satisfact see coma left unexplain 
3.0,Spanish,liter expect worst dont feel nad de nad
2.75,Spanish,sure busi dimin pay tax
2.0,Spanish,consequ vote misinform 
1.4,Spanish,happi new minist educ
1.2,Spanish,live societi 
3.0,Spanish,would know enter collegi par de ri stupidec chiquilloscatfacewithtearsofjoyloublecryingfacecatfacewithtearsofjyyellowheart
1.2,Spanish,revolutionari greet pleas inform cannot regist mobil wallet buyer
1.0,Spanish,🧩 reliabl appli measur physic perform http
1.25,Spanish,dig made quant rope well syndicat withdraw pod smilingfacewithhalo
1.333333333,Spanish,miss cabala think macaren nun fail
1.25,Spanish,forti song still know name one one sure end hear  fan camil
2.4,Spanish,today vieeeeeeeern beer know health  goodviern beermugfacesavauringdeliciousfoodthumbsup
1.25,Spanish,first  come
2.2,Spanish,fer today took cooki franco swear  min joy day
1.5,Spanish,spain import rich welfar person personfacepalming‍malesign️
2.6,Spanish,teach toc jazz net pendej hajaj
3.8,Spanish,time nac today effort fullest
3.6,Spanish,good stay good night drown charc tir noven
3.25,Spanish,put day bore
1.0,Spanish,calderon wallac lup http via
2.8,Spanish,soul ask peac
2.2,Spanish,learn error com self leather pass
1.8,Spanish,wiiii heart suit cyanid take good champion http camin
2.4,Spanish,talk judg
2.2,Spanish,dal la graci loren
1.0,Spanish,song put
1.2,Spanish,much must conform nation confusedfac stad
1.0,Spanish,long dead haha
1.75,Spanish,tipic social dubl discur
4.5,Spanish,caress lazi quiet back  im well honey
3.4,Spanish,bath lie sleep feel bad
3.6,Spanish,stop talk watch like jdjdj us use men men end call boc signofthehornslightskinton
3.6,Spanish,jur love mj amig per cuand return imbecil de siempr swell dem
2.4,Spanish,cat get terrac lower ca com croquet dog
1.0,Spanish,tron game destin scenario triumph vacat http via http
2.0,Spanish, afk part eso
2.333333333,Spanish,well gb process spanish billion word tard  hor per could smilingfacewithopenmouth    coldsweat
4.4,Spanish,save space heart ask arriv http
1.5,Spanish,true talent apar  year
2.5,Spanish,didnt read jov 🥺 http
2.2,Spanish,carri edg whiskey  latest code
3.2,Spanish,follow good one 
2.8,Spanish,wind made lot
1.4,Spanish,clock put answer musicalnot
3.4,Spanish,truth follow fast respond taguit look pain ajjsj
1.2,Spanish, quant
1.333333333,Spanish, graci hsa
1.0,Spanish,   wimbledon
1.4,Spanish,suitabl type exercis liber violenc
3.5,Spanish,woke anoth oesdil neck hurt neck
3.0,Spanish,im babi see doubl
4.0,Spanish,hehe love littl
2.2,Spanish,hey ask forgiv peopl read femal footbal desd sincer apolog
1.0,Spanish,rt lychil chart increas hashtag  chileisreadyforyubt second lug de tendenc chil par ped return btstwt 
3.75,Spanish,four pleas aim
3.75,Spanish,alway look fandom solcit nad feder
2.0,Spanish,day heard hous black coff coñ ric val
1.2,Spanish,like see ultim tempora del giornal c
2.0,Spanish,jg met gent employe
1.75,Spanish,call use idiot none http
1.2,Spanish, mir deep natur understand albert einstein
2.4,Spanish,happen pride pendej come togeth growth mexicanshruginglightskintone‍femalesign️ seen good good
2.75,Spanish,asshol still presum
1.8,English,wear fake engag ring guy wont approach librari gtgtgtgt
1.0,English,bee vs wasp http
1.0,English,nice equat 
1.6,English,  enjoy new daysmilingfacewithsmilingeyes🇨🇦ladybeetlemousefac
1.6,English,perfect good day think star war episod  instant ruin
1.25,English, onli could seen thurman vs jeff horn
1.2,English,made realli ballerif salt caramel browni best process shot iv ever taken http
1.4,English, everi clipper season easili better rose 
3.0,English,“if trust alway us too” twoheartstwoheartstwoheart http
1.0,English, e sure ani bodi
1.6,English, lmao u say kill cool tho right
1.333333333,English,kash doll ray snap giovanni way
4.0,English, danc ur recent stori hushedfac
4.4,English,dm buy full vid local colour men fuckingsmilingfacewithheartey http
2.6,English, chang nsfw account like http
1.0,English,feel take hold vote watermelonsugar bestmusicvideo iheartaward
3.0,English,draw live entertain horni mf know gonna show
2.6,English,peopl mani like song spotifi onli  help
1.4,English,tri timmi ill turn bonem http
1.8,English,   simpli true us combat death afghanistan highest year http
2.5,English,mama ku panggil rp san ntu abang call uncl
1.25,English,leicest citi fan  keep eye ross barkley could move fox perman £m lcfc
2.6,English,got thick shitsmilingfacewithopenmouthclosedey cant even pictur like
1.2,English,small deed done better great deed plan peter marshal quoteoftheday http
1.0,English,accordingtorashidabdi bole airport control tplf control wfp flight mekel
2.5,English, alway brother alway ugreenheart
1.4,English,   give person onlin
1.0,English,peopl social network may abl reli today aquariu http
1.75,English, furthermor harass illeg ani form
1.0,English,work work work
1.25,English,   look bro
1.5,English, interest hear australia realli idea situat thank
1.2,English,  hello mate ani chanc could share pleas grinningfacewithsmilingey http
4.0,English,id bleed dri
1.0,English, weekend yall ohio state  minn unc  vt penn st  wisc alabama vs miami georgia vs clemson lsu  ucla notr dame vs fsu
2.2,English,  addit chang rule written god chang mind
2.8,English,  holi crap suzi took photo hilari
1.25,English,  south african chutney
2.25,English,  dragon angl darma
1.333333333,English, hmm upsidedownfac
1.2,English,oust myanmar presid say armi tri forc resign hour befor coup http http
1.6,English,     belkincrack instagram help issu last week
2.0,English,joke fear iv develop last year two
1.5,English,    celebr privileg never surpri
1.4,English, day today
1.0,English,  sugar bowl
2.0,English,   blue case veri fluffi fluffer lol
1.75,English,   hood say scope sure ill start polit correct hundredpoint
1.75,English,group friend okay still one true fake
1.0,English,mission accomplish http
2.25,English,  damn shame tip 
1.0,English,bunni shade legendari kelli kelli headscissor wrestlemania
1.2,English, bet miss us  brexit done without
2.4,English, think find  bronz  
1.25,English,mariano fortuni madrazo   may  –  may  spanish http
2.2,English, half tweet iren pic let us honest loudlycryingfaceloudlycryingfac
1.8,English,lil brother anw
1.0,English,   impliedli say
2.0,English,crazi rhop realli get peopl go
1.0,English,  never collect  oo
1.0,English,   follow chaatn wala media pro antiindia
1.25,English,      bet yah ass still diaper fuck outta lmaooo
1.0,English,advertisebuy sell broker marketplacefor freewelcom
2.6,English, much love you… one
1.8,English,less month know move side world august grimacingfac
2.0,English,broken promi wrong fa personbowingdarkskintone‍malesign️hundredpoint
3.0,English, condol famili friend commun brokenheart
